epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1023,0.58374,0.34351,0.84534,0.9885,0.96567,0.97004,0.77136,0.91403,0.43336,0.95069,9.91012e-05,9.91012e-05,9.91012e-05
186,1026.96,0.54307,0.31682,0.79506,0.9885,0.96567,0.97004,0.77136,0.91403,0.43336,0.95069,9.36017e-05,9.36017e-05,9.36017e-05
187,1031.01,0.55071,0.3256,0.81263,0.9885,0.96567,0.97004,0.77136,0.91403,0.43336,0.95069,8.81023e-05,8.81023e-05,8.81023e-05
188,1035.25,0.6193,0.32361,0.79093,0.98849,0.96577,0.97004,0.77431,0.90346,0.4303,0.94982,8.26028e-05,8.26028e-05,8.26028e-05
189,1039.41,0.79075,0.37896,0.81764,0.98849,0.96577,0.97004,0.77431,0.90346,0.4303,0.94982,7.71034e-05,7.71034e-05,7.71034e-05
190,1043.36,0.66001,0.34232,0.81728,0.98849,0.96577,0.97004,0.77431,0.90346,0.4303,0.94982,7.1604e-05,7.1604e-05,7.1604e-05
191,1055.35,0.47573,0.31592,0.83382,0.98896,0.96535,0.97039,0.78472,0.88835,0.43186,0.94437,6.61045e-05,6.61045e-05,6.61045e-05
192,1059.36,0.69053,0.38313,0.8102,0.98896,0.96535,0.97039,0.78472,0.88835,0.43186,0.94437,6.06051e-05,6.06051e-05,6.06051e-05
193,1063.22,0.57658,0.33226,0.79604,0.98786,0.96563,0.97015,0.78396,0.87213,0.43472,0.94322,5.51056e-05,5.51056e-05,5.51056e-05
194,1067.16,0.57847,0.33721,0.79611,0.98786,0.96563,0.97015,0.78396,0.87213,0.43472,0.94322,4.96062e-05,4.96062e-05,4.96062e-05
195,1071,0.60868,0.32493,0.79193,0.98786,0.96563,0.97015,0.78396,0.87213,0.43472,0.94322,4.41067e-05,4.41067e-05,4.41067e-05
196,1074.98,0.62824,0.35105,0.80686,0.98754,0.96574,0.97015,0.78288,0.86163,0.42378,0.94174,3.86073e-05,3.86073e-05,3.86073e-05
197,1078.88,0.57803,0.36258,0.82658,0.98754,0.96574,0.97015,0.78288,0.86163,0.42378,0.94174,3.31078e-05,3.31078e-05,3.31078e-05
198,1082.68,0.59081,0.32974,0.8105,0.98754,0.96574,0.97015,0.78288,0.86163,0.42378,0.94174,2.76084e-05,2.76084e-05,2.76084e-05
199,1086.65,0.62966,0.33746,0.816,0.9868,0.96581,0.96985,0.78297,0.85611,0.42633,0.94096,2.21089e-05,2.21089e-05,2.21089e-05
200,1090.58,0.58675,1.13301,0.90591,0.9868,0.96581,0.96985,0.78297,0.85611,0.42633,0.94096,1.66095e-05,1.66095e-05,1.66095e-05
